points,capacity,environment,survival,start,control,year,replicates,paired_positive,individual_extinction_fraction,individual_extinction_low,individual_extinction_high,density_zero_fraction,density_positive_below_one_individual_fraction,density_mass_mean,density_mass_min,individual_density_mean,access_individual_minus_density,access_mcse,access_density_change_mean,investment_individual_minus_density,investment_mcse,investment_density_change_mean
3,48,both,0.0,0.3,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0009765624999999076,0.0030585763154586036,-4.163336342344337e-17,0.0041341145833333395,0.0030406708259117644,1.6479873021779667e-17
3,48,both,0.0,0.3,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.00509440104166674,0.00667109578208574,-3.9898639947466563e-17,0.00011393229166670182,0.006412504356672892,1.474514954580286e-17
3,48,both,0.0,0.3,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,0.003466796875000064,0.0073347228996567876,-3.729655473350135e-17,-0.00019531249999995073,0.006683660374037118,-1.734723475976807e-18
3,48,both,0.0,0.3,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0019531250000000546,0.008681997028133694,-1.9081958235744878e-17,-0.0011067708333332565,0.007525555881721802,7.806255641895632e-18
3,48,both,0.0,0.3,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.00014648437499996912,0.009813330545619723,-2.42861286636753e-17,-0.0031738281249999124,0.008184730523504984,-5.204170427930421e-18
3,48,both,0.0,0.3,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.0045735677083333405,0.009972891883276616,0.0,-0.00174153645833325,0.008357552499150009,7.806255641895632e-18
3,48,both,0.0,0.3,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0017014721306198356,0.0035229850720726653,0.005021784630619891,0.002458032625390366,0.0031804056035544003,0.000487930916276344
3,48,both,0.0,0.3,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0010311689695629064,0.006856072374461163,0.011447835636229612,0.008950150647240997,0.006304123419526331,-0.028985957938907646
3,48,both,0.0,0.3,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.004243590245670621,0.007424329513366173,0.01160036107900399,0.013971722491708485,0.00704616289011045,-0.036969769366708496
3,48,both,0.0,0.3,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.00334481174729046,0.008166725592354061,0.00752775445562382,0.04271252468272452,0.00751342320050689,-0.06842867051605783
3,48,both,0.0,0.3,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999996,1.0,0.004464886632115035,0.008995141855058156,0.003591753992885008,0.060707203875459255,0.007784602975126585,-0.09177816741712591
3,48,both,0.0,0.3,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.003957275985130505,0.00923220377444995,0.0037412917232028764,0.06790650217535546,0.0076808754021171,-0.10089803863368879
3,48,both,0.0,0.7,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0023437499999999865,0.00302238659665478,1.8908485888147197e-16,0.0008626302083333398,0.0030716303131750064,1.6479873021779667e-17
3,48,both,0.0,0.7,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.0008789062499999951,0.006070328023138642,1.7694179454963432e-16,0.002132161458333391,0.005818166456691378,-7.806255641895632e-18
3,48,both,0.0,0.7,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0016113281250000108,0.006834601023907779,2.2724877535296173e-16,0.0018554687500000593,0.006030530823086539,0.0
3,48,both,0.0,0.7,neutral,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.009065755208333259,0.00748869727696631,1.8214596497756474e-16,-0.00024414062499991847,0.007125905397855569,-1.0408340855860843e-17
3,48,both,0.0,0.7,neutral,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.005598958333333253,0.00794050570118058,2.1510571102112408e-16,0.0032063802083334182,0.008182556040564013,1.6479873021779667e-17
3,48,both,0.0,0.7,neutral,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999998,1.0,0.004573567708333236,0.008286330205991068,2.3592239273284576e-16,0.0013834635416667615,0.008361705286782095,6.071532165918825e-18
3,48,both,0.0,0.7,selected,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.004286210258361237,0.003561689279507182,-0.002447017550027738,-0.0008938469036503674,0.0036490549531503734,-0.00042451247134961314
3,48,both,0.0,0.7,selected,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0065426734796207656,0.005938456471407267,-0.0025881858953789878,0.006117971360477869,0.005846749708542246,-0.025388804693811204
3,48,both,0.0,0.7,selected,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.006684897770158611,0.006016498443259376,-0.005766274104841157,0.011419356366206569,0.006470855870270853,-0.033538496991206604
3,48,both,0.0,0.7,selected,100,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.005254404509078742,0.007425938957305025,-0.007766428824254346,0.0394842377916276,0.006743465830612572,-0.06713723258329429
3,48,both,0.0,0.7,selected,200,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,-0.0007249607646524717,0.009083685717568764,-0.014525690277013923,0.06394171515717029,0.007409172499410677,-0.09441046515717032
3,48,both,0.0,0.7,selected,400,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,1.0,0.009746291012049364,0.009483193346133139,-0.025485223303715755,0.06943725572265991,0.0069392144471700995,-0.10086629218099324
3,48,both,0.75,0.3,neutral,10,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9996744791666667,0.003875429410461099,0.0021953916877895372,-3.903127820947816e-17,0.0027949772828014053,0.0022774889043666448,2.168404344971009e-17
3,48,both,0.75,0.3,neutral,40,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9993489583333334,0.0062171016179079185,0.00443967159962501,-3.729655473350135e-17,0.0005395334663120827,0.004908220394002902,6.938893903907228e-18
3,48,both,0.75,0.3,neutral,50,64,64,0.0,0.0,0.05662405979280534,0.0,0.0,1.0,0.9999999999999997,0.9990234375,0.006859696606151817,0.005189685903552048,-4.5102810375396984e-17,-0.0001371945343817127,0.005421628555838294,6.071532165918825e-18
