response_id,plant,source_subset,response_domain,n_mainland_sites,n_post_sites,mainland_mean,oshima,post_mean,second_delta_post_minus_oshima,second_direction,analysis_role,source_dataset,source_artifact,claim_boundary
Ampelopsis glandulosa var. hancei|functional_generality,Ampelopsis glandulosa var. hancei,pollen_success_target,functional_generality,2,4,0.8468233443506876,-3.6026840937785387,-1.6349030470557089,1.9677810467228298,higher_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Calystegia soldanella|functional_generality,Calystegia soldanella,pollen_success_target,functional_generality,3,4,-2.0501219443537386,2.68496159263794,-0.1278186751381224,-2.8127802677760623,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Farfugium japonicum|functional_generality,Farfugium japonicum,pollen_success_target,functional_generality,3,4,1.1138354796703094,2.00884871711307,2.011498326469155,0.0026496093560850476,higher_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Glehnia littoralis|functional_generality,Glehnia littoralis,pollen_success_target,functional_generality,3,2,-2.11564665145854,-2.60486363788925,-1.4757727364108149,1.129090901478435,higher_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Lysimachia mauritiana|functional_generality,Lysimachia mauritiana,pollen_success_target,functional_generality,3,4,-4.319621123174083,-0.875945701059728,-0.063971823601171,0.811973877458557,higher_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Melanthera prostrata|functional_generality,Melanthera prostrata,pollen_success_target,functional_generality,2,4,-1.5891642607221033,-1.0108187236836181,-1.2950926254574031,-0.284273901773785,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Oxalis corniculata var. trichocaulon|functional_generality,Oxalis corniculata var. trichocaulon,pollen_success_target,functional_generality,3,4,-0.6444016001967277,-2.1012288551548433,-0.7281569170567744,1.373071938098069,higher_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Vitex rotundifolia|functional_generality,Vitex rotundifolia,pollen_success_target,functional_generality,3,4,-0.9831175255083066,-0.64219504276635,-2.286234481897912,-1.644039439131562,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Ampelopsis glandulosa var. hancei|corrected_trait_matching,Ampelopsis glandulosa var. hancei,pollen_success_target,corrected_trait_matching,2,4,5.871137982960603,3.2634466895493315,2.276452726661662,-0.9869939628876696,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Calystegia soldanella|corrected_trait_matching,Calystegia soldanella,pollen_success_target,corrected_trait_matching,3,4,4.727067362469447,5.47194574348118,1.8738176330088574,-3.598128110472322,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Farfugium japonicum|corrected_trait_matching,Farfugium japonicum,pollen_success_target,corrected_trait_matching,3,4,1.8468636721189495,4.85970693641301,2.0530562753088413,-2.806650661104169,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Glehnia littoralis|corrected_trait_matching,Glehnia littoralis,pollen_success_target,corrected_trait_matching,3,2,2.291671261804343,4.24469243419826,1.8373666885907884,-2.407325745607472,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Lysimachia mauritiana|corrected_trait_matching,Lysimachia mauritiana,pollen_success_target,corrected_trait_matching,3,4,1.3463484361048408,2.39970093583194,2.0507110028970343,-0.34898993293490577,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
Melanthera prostrata|corrected_trait_matching,Melanthera prostrata,pollen_success_target,corrected_trait_matching,2,4,0.7267169220025808,1.553848790307459,1.4526182639840763,-0.10123052632338259,lower_post,source_defined_functional_response,10.6084/m9.figshare.25025000.v1,GitHub Actions run 31252316762 artifact 9020370227,"Contemporary network/pollen response only; not floral evolution, autonomous reproduction, or historical causation."
