left_island,right_island,plant_name,continental_total_visitation_rate,oceanic_total_visitation_rate,visitation_log_response_ratio,continental_pollinator_richness,oceanic_pollinator_richness,pollinator_richness_difference_oceanic_minus_continental,pollinator_richness_log_response_ratio,continental_effective_pollinator_number,oceanic_effective_pollinator_number,shared_pollinator_count,pollinator_binary_jaccard,pollinator_morisita_horn_similarity,pollinator_morisita_horn_turnover
A_Chichijima,B_Hahajima,Alpinia_speciosa,19.0,13.0,-0.3794896217049037,3,5,2,0.5108256237659907,1.7102927633272764,3.538226709517428,1,0.14285714285714285,0.8366550733403901,0.16334492665960987
A_Chichijima,B_Hahajima,Callicarpa_subpubescens,8.0,70.0,2.169053700369523,1,7,6,1.9459101490553132,1.0,4.432817007592094,1,0.14285714285714285,0.5632442870936596,0.4367557129063404
A_Chichijima,B_Hahajima,Capsicum_sp1,64.0,2.0,-3.4657359027997265,1,2,1,0.6931471805599453,1.0,2.0,0,0.0,0.0,1.0
A_Chichijima,B_Hahajima,Hibiscus_glaber,79.0,90.0,0.13036181786324363,7,15,8,0.7621400520468967,5.113160985549456,9.671699148965443,5,0.29411764705882354,0.4049650861632147,0.5950349138367853
A_Chichijima,B_Hahajima,Ochrosia_nakaiana,63.0,2.0,-3.4499875458315876,9,1,-8,-2.1972245773362196,5.1716009220167765,1.0,1,0.1111111111111111,0.14994049980166602,0.850059500198334
A_Chichijima,B_Hahajima,Pouteria_obovata,3.0,26.0,2.159484249353372,2,6,4,1.0986122886681098,1.8898815748423097,4.730938391405949,0,0.0,0.0,1.0
A_Chichijima,B_Hahajima,Schima_mertesiana,169.0,173.0,0.023392879574705375,15,16,1,0.06453852113757116,6.057541079554317,6.205269481023739,5,0.19230769230769232,0.29568310586503943,0.7043168941349606
A_Chichijima,B_Hahajima,Syzygium_cleyerifolium,169.0,33.0,-1.6333911534565932,4,2,-2,-0.6931471805599453,1.5451303220386727,1.1454458601843736,1,0.2,0.993135338655103,0.0068646613448970495
A_Chichijima,B_Hahajima,Trema_orientalis,12.0,4.0,-1.0986122886681098,4,3,-1,-0.2876820724517809,2.672696154421018,2.82842712474619,0,0.0,0.0,1.0
A_Chichijima,C_Anijima,Clinostigma_savoryanum,141.0,193.0,0.31393029852671733,3,15,12,1.6094379124341003,1.1560143249258321,7.768056999607789,3,0.2,0.1830364916852153,0.8169635083147847
A_Chichijima,C_Anijima,Hibiscus_glaber,79.0,52.0,-0.4182041338855942,7,10,3,0.3566749439387324,5.113160985549456,7.296092637037051,5,0.4166666666666667,0.6502751060009931,0.34972489399900686
A_Chichijima,C_Anijima,Morinda_boninensis,5.0,154.0,3.427514689979529,2,6,4,1.0986122886681098,1.6493848884661177,4.061277207022597,2,0.3333333333333333,0.3923242886157435,0.6076757113842566
A_Chichijima,C_Anijima,Ochrosia_nakaiana,63.0,79.0,0.22631312607548879,9,9,0,0.0,5.1716009220167765,3.254878684937133,2,0.125,0.1723331909705379,0.8276668090294621
A_Chichijima,C_Anijima,Osteomeles_lanata,18.0,1.0,-2.890371757896165,1,1,0,0.0,1.0,1.0,0,0.0,0.0,1.0
A_Chichijima,C_Anijima,Schima_mertesiana,169.0,474.0,1.031308606772003,15,24,9,0.47000362924573563,6.057541079554317,7.111338452541604,6,0.18181818181818182,0.22390937038188188,0.7760906296181181
A_Chichijima,C_Anijima,Syzygium_cleyerifolium,169.0,34.0,-1.6035381903069121,4,5,1,0.22314355131420976,1.5451303220386727,4.2424425517494315,2,0.2857142857142857,0.7345420953497188,0.2654579046502812
A_Chichijima,C_Anijima,Wikstroemia_pseudoretusa,1.0,1.0,0.0,1,1,0,0.0,1.0,1.0,0,0.0,0.0,1.0
A_Chichijima,D_Ototojima,Alpinia_speciosa,19.0,34.0,0.581921545449721,3,3,0,0.0,1.7102927633272764,2.2287383916283416,2,0.5,0.11880079797547705,0.881199202024523
A_Chichijima,D_Ototojima,Bidens_pilosa,418.0,216.0,-0.6602030248405912,9,12,3,0.28768207245178085,1.827678995334292,4.041974046292921,2,0.10526315789473684,0.007314106659626358,0.9926858933403736
A_Chichijima,D_Ototojima,Clinostigma_savoryanum,141.0,198.0,0.339507140316367,3,21,18,1.9459101490553132,1.1560143249258321,10.399438552817532,1,0.043478260869565216,0.0001970565227180697,0.9998029434772819
A_Chichijima,D_Ototojima,Fagara_boninshimae,228.0,1.0,-5.429345628954441,4,1,-3,-1.3862943611198906,1.2400969182521049,1.0,0,0.0,0.0,1.0
A_Chichijima,D_Ototojima,Hibiscus_glaber,79.0,289.0,1.2969788356454106,7,9,2,0.25131442828090617,5.113160985549456,4.860258219126164,4,0.3333333333333333,0.16518411007816844,0.8348158899218315
A_Chichijima,D_Ototojima,Ochrosia_nakaiana,63.0,59.0,-0.06559728248581323,9,9,0,0.0,5.1716009220167765,3.805448763582925,1,0.058823529411764705,0.10225413467404146,0.8977458653259586
A_Chichijima,D_Ototojima,Padanus_boninensis,1.0,105.0,4.653960350157523,1,4,3,1.3862943611198906,1.0,1.2670546832243368,0,0.0,0.0,1.0
A_Chichijima,D_Ototojima,Rhaphiolepis_wrightiana,4.0,9.0,0.8109302162163288,1,3,2,1.0986122886681098,1.0,2.336573541485641,0,0.0,0.0,1.0
A_Chichijima,D_Ototojima,Schima_mertesiana,169.0,115.0,-0.38496658655982335,15,16,1,0.06453852113757116,6.057541079554317,9.19496973814726,4,0.14814814814814814,0.15212704997244864,0.8478729500275514
B_Hahajima,C_Anijima,Hedyotis_grayi,28.0,27.0,-0.03636764417087483,5,5,0,0.0,2.586340359907257,3.3755442978800265,0,0.0,0.0,1.0
B_Hahajima,C_Anijima,Hibiscus_glaber,90.0,52.0,-0.5485659517488378,15,10,-5,-0.40546510810816444,9.671699148965443,7.296092637037051,5,0.25,0.3528996122153953,0.6471003877846047
B_Hahajima,C_Anijima,Ligustrum_micranthum,153.0,85.0,-0.587786664902119,11,12,1,0.0870113769896297,3.7338547108759528,5.4457612752832985,2,0.09523809523809523,0.28357944327651274,0.7164205567234873
B_Hahajima,C_Anijima,Ochrosia_nakaiana,2.0,79.0,3.676300671907076,1,9,8,2.1972245773362196,1.0,3.254878684937133,1,0.1111111111111111,0.9176166917616692,0.08238330823833084
B_Hahajima,C_Anijima,Schima_mertesiana,173.0,474.0,1.0079157271972976,16,24,8,0.4054651081081644,6.205269481023739,7.111338452541604,5,0.14285714285714285,0.11952024119936078,0.8804797588006392
B_Hahajima,C_Anijima,Syzygium_cleyerifolium,33.0,34.0,0.02985296314968113,2,5,3,0.9162907318741551,1.1454458601843736,4.2424425517494315,2,0.4,0.7097653549674574,0.2902346450325426
B_Hahajima,D_Ototojima,Alpinia_speciosa,13.0,34.0,0.9614111671546247,5,3,-2,-0.5108256237659907,3.538226709517428,2.2287383916283416,1,0.14285714285714285,0.037854966782083124,0.9621450332179169
B_Hahajima,D_Ototojima,Ardisia_sieboldii,4.0,62.0,2.740840023925201,1,9,8,2.1972245773362196,1.0,3.9811466618708944,0,0.0,0.0,1.0
B_Hahajima,D_Ototojima,Hibiscus_glaber,90.0,289.0,1.166617017782167,15,9,-6,-0.5108256237659907,9.671699148965443,4.860258219126164,2,0.09090909090909091,0.10990891966662318,0.8900910803333768
B_Hahajima,D_Ototojima,Ochrosia_nakaiana,2.0,59.0,3.3843902633457743,1,9,8,2.1972245773362196,1.0,3.805448763582925,1,0.1111111111111111,0.4981004643309413,0.5018995356690588
B_Hahajima,D_Ototojima,Schima_mertesiana,173.0,115.0,-0.40835946613452895,16,16,0,0.0,6.205269481023739,9.19496973814726,5,0.18518518518518517,0.11764931648835375,0.8823506835116462
B_Hahajima,D_Ototojima,Vitex_rotundifolia,18.0,37.0,0.7205461547480596,1,4,3,1.3862943611198906,1.0,2.726792910621801,0,0.0,0.0,1.0
C_Anijima,D_Ototojima,Clinostigma_savoryanum,193.0,198.0,0.025576841789649776,15,21,6,0.3364722366212129,7.768056999607789,10.399438552817532,7,0.2413793103448276,0.8124416610430291,0.18755833895697094
C_Anijima,D_Ototojima,Hibiscus_glaber,52.0,289.0,1.7151829695310048,10,9,-1,-0.10536051565782628,7.296092637037051,4.860258219126164,4,0.26666666666666666,0.321517846329688,0.6784821536703121
